"subregion","region","pop","income","ipaddr","ufo2010"
"obrien","iowa",14172,45995,3823,2
"ocean","new jersey",580470,60712,312153,44
"oceana","michigan",26310,40422,9179,5
"ochiltree","texas",10728,49794,8431,0
"oconee","georgia",33619,75136,24553,1
"oconee","south carolina",74627,42641,50309,3
"oconto","wisconsin",37442,49396,35881,4
"ogemaw","michigan",21437,35988,7689,7
"ogle","illinois",52848,57094,34156,4
"oglethorpe","georgia",14618,43255,6506,0
"ohio","indiana",6079,50795,1531,1
"ohio","kentucky",24075,38252,4536,1
"ohio","west virginia",44075,41188,109144,1
"okaloosa","florida",190083,54140,80991,6
"okanogan","washington",41275,40537,19175,12
"okeechobee","florida",39467,36929,13943,0
"okfuskee","oklahoma",12358,34418,1527,0
"oklahoma","oklahoma",741781,44413,1156716,72
"okmulgee","oklahoma",39625,39324,21044,0
"oktibbeha","mississippi",48192,29013,98309,0
"oldham","kentucky",61412,82578,59232,1
"oldham","texas",2060,57054,382,0
"oliver","north dakota",1838,61131,254,0
"olmsted","minnesota",147066,66202,214155,9
"oneida","idaho",4215,44435,2809,0
"oneida","new york",233556,48382,272434,22
"oneida","wisconsin",35714,45184,45970,3
"onondaga","new york",466852,52636,972889,9
"onslow","north carolina",183263,45457,96092,17
"ontario","new york",108519,57069,98711,15
"ontonagon","michigan",6413,34786,2292,2
"orange","california",3090132,75762,6481303,265
"orange","florida",1202234,49731,1929237,125
"orange","indiana",19690,37618,5800,0
"orange","new york",374512,70294,417476,23
"orange","north carolina",137941,56055,358186,8
"orange","texas",82977,48833,50437,4
"orange","vermont",28924,52407,14018,8
"orange","virginia",34246,56837,16012,1
"orangeburg","south carolina",91476,33162,39687,4
"oregon","missouri",10997,27885,1321,2
"orleans","louisiana",369250,37325,791598,23
"orleans","new york",42836,47788,17642,4
"orleans","vermont",27109,40929,10169,0
"osage","kansas",16142,51878,8433,6
"osage","missouri",13858,47836,6235,0
"osage","oklahoma",47917,42847,23044,1
"osborne","kansas",3806,36489,2039,0
"osceola","florida",287416,46479,265393,18
"osceola","iowa",6193,45696,2554,0
"osceola","michigan",23276,39035,13650,5
"oscoda","michigan",8592,32838,16753,1
"oswego","new york",121700,47036,140356,3
"otero","colorado",18698,31246,14850,0
"otero","new mexico",66041,38588,94962,8
"otoe","nebraska",15747,50000,8805,1
"otsego","michigan",24020,46303,19365,8
"otsego","new york",61709,45334,174056,7
"ottawa","kansas",6072,53287,7314,1
"ottawa","michigan",269099,55661,339513,9
"ottawa","ohio",41339,53614,32077,2
"ottawa","oklahoma",32236,36931,11405,0
"otter tail","minnesota",57288,45494,62556,3
"ouachita","arkansas",25396,33008,16079,1
"ouachita","louisiana",155363,39724,174618,0
"ouray","colorado",4530,61935,2680,2
"outagamie","wisconsin",178816,57190,236875,7
"overton","tennessee",22190,34108,11128,2
"owen","indiana",21380,43553,8205,0
"owen","kentucky",10765,45551,4261,0
"owsley","kentucky",4722,19344,0,0
"owyhee","idaho",11439,32169,2335,4
"oxford","maine",57481,40889,50346,10
"ozark","missouri",9601,31992,5240,1
"ozaukee","wisconsin",86823,75634,64241,7
"pacific","washington",20575,40599,14438,0
"page","iowa",15713,41503,6693,1
"page","virginia",23895,43435,17193,9
"palm beach","florida",1356545,52951,1787007,104
"palo alto","iowa",9275,44063,10924,1
"palo pinto","texas",27856,40385,9580,3
"pamlico","north carolina",13074,43658,2419,3
"panola","mississippi",34473,34592,9571,2
"panola","texas",24020,48088,20149,3
"park","colorado",16029,61284,5886,8
"park","montana",15567,41232,18875,4
"park","wyoming",28702,50105,32951,7
"parke","indiana",17069,42441,4151,0
"parker","texas",119712,63725,81677,14
"parmer","texas",10183,40926,2812,0
"pasco","florida",470391,44103,298085,46
"pasquotank","north carolina",40591,45298,20080,0
"passaic","new jersey",502885,56299,864311,9
"patrick","virginia",18451,36057,10215,2
"paulding","georgia",144800,63023,68516,13
"paulding","ohio",19295,43683,7175,0
"pawnee","kansas",6928,43676,897,0
"pawnee","nebraska",2765,44477,382,0
"pawnee","oklahoma",16474,41832,9663,2
"payette","idaho",22639,44943,20326,4
"payne","oklahoma",78399,35716,114105,2
"peach","georgia",27622,41333,23986,0
"pearl river","mississippi",55295,42971,16628,4
"pecos","texas",15619,40925,10983,1
"pembina","north dakota",7271,52270,2424,0
"pemiscot","missouri",18111,28798,6886,2
"pend oreille","washington",12980,38922,14570,3
"pender","north carolina",54195,44568,22846,2
"pendleton","kentucky",14604,48354,3531,0
"pendleton","west virginia",7566,32989,3703,1
"pennington","minnesota",14074,45007,8183,0
"pennington","south dakota",104347,48378,153999,16
"penobscot","maine",153746,43601,259275,21
"peoria","illinois",187254,50689,344151,14
"pepin","wisconsin",7390,48717,542,0
"perkins","nebraska",2931,52266,1405,0
"perkins","south dakota",3037,36042,1275,0
"perquimans","north carolina",13563,37862,3697,1
"perry","alabama",10181,27222,7788,0
"perry","arkansas",10339,42514,2837,3
"perry","illinois",22058,41333,12708,0
"perry","indiana",19462,45808,9300,0
"perry","kentucky",28241,32538,14916,0
"perry","mississippi",12086,39070,7900,0
"perry","missouri",19018,44383,11263,1
"perry","ohio",36015,42860,8313,3
"perry","pennsylvania",45701,54626,26793,0
"perry","tennessee",7860,31857,5738,1
"pershing","nevada",6749,56473,1281,1
"person","north carolina",39268,43271,18630,1
"petroleum","montana",511,38162,0,0
"pettis","missouri",42319,38669,31087,4
"phelps","missouri",44987,40675,92107,3
"phelps","nebraska",9215,44570,2164,0
"philadelphia","pennsylvania",1547607,36957,4222223,1
"phillips","arkansas",20784,28225,8592,1
"phillips","colorado",4367,44717,3578,0
"phillips","kansas",5519,43476,2802,3
"phillips","montana",4128,38958,1020,2
"piatt","illinois",16504,58837,14948,0
"pickaway","ohio",56399,51418,26503,14
"pickens","alabama",19405,29096,2689,0
"pickens","georgia",29268,50582,15257,0
"pickens","south carolina",119670,42241,88572,13
"pickett","tennessee",5100,31157,1912,0
"pierce","georgia",18844,37489,6761,3
"pierce","nebraska",7166,51205,2809,0
"pierce","north dakota",4457,40139,6138,0
"pierce","washington",811681,58824,1042395,139
"pierce","wisconsin",40814,61443,93498,1
"pike","alabama",33182,31179,16372,1
"pike","arkansas",11247,32457,5858,0
"pike","georgia",17810,56433,8816,2
"pike","illinois",16308,40668,8146,1
"pike","indiana",12766,40525,3023,0
"pike","kentucky",64178,33148,29708,1
"pike","mississippi",40100,32751,14507,0
"pike","missouri",18565,42276,3077,1
"pike","ohio",28480,39669,15535,5
"pike","pennsylvania",56899,58672,33657,8
"pima","arizona",992394,46341,1465763,178
"pinal","arizona",387365,51212,206930,53
"pine","minnesota",29218,44463,9835,0
"pinellas","florida",921319,45891,1377012,43
"pipestone","minnesota",9345,42217,6498,0
"piscataquis","maine",17290,35123,11743,2
"pitkin","colorado",17263,68242,27071,5
"pitt","north carolina",172554,39824,146382,9
"pittsburg","oklahoma",45048,41317,16927,0
"pittsylvania","virginia",62807,40333,45670,16
"piute","utah",1524,36667,3414,0
"placer","california",361682,74645,458975,43
"plaquemines","louisiana",23921,55301,15467,1
"platte","missouri",92054,66487,56646,5
"platte","nebraska",32681,51273,89703,2
"platte","wyoming",8756,46171,13385,2
"pleasants","west virginia",7595,39052,4719,1
"plumas","california",19399,44151,17947,3
"plymouth","iowa",24907,56387,15147,1
"plymouth","massachusetts",499759,74698,380860,35
"pocahontas","iowa",7150,42545,7525,3
"pocahontas","west virginia",8692,33816,5616,0
"poinsett","arkansas",24307,31939,10632,4
"pointe coupee","louisiana",22726,43030,10853,1
"polk","arkansas",20471,32395,13461,0
"polk","florida",616158,44398,654518,46
"polk","georgia",41188,38514,15795,2
"polk","iowa",443710,57473,1517360,35
"polk","minnesota",31416,49257,57446,3
"polk","missouri",31017,38423,31894,7
"polk","nebraska",5320,50298,636,1
"polk","north carolina",20271,43332,12794,2
"polk","oregon",76353,52865,47319,12
"polk","tennessee",16686,36204,16037,3
"polk","texas",45656,36073,20092,1
"polk","wisconsin",43610,49527,26554,3
"pondera","montana",6165,38852,2312,3
"pontotoc","mississippi",30594,38574,7069,0
"pontotoc","oklahoma",37958,40641,27622,4
"pope","arkansas",62765,40325,42038,16
"pope","illinois",4272,38651,7119,0
"pope","minnesota",10892,49599,9067,1
"portage","ohio",161451,51441,294397,14
"portage","wisconsin",70433,51887,164386,2
"porter","indiana",165682,62394,179513,3
"posey","indiana",25599,57757,3582,0
"pottawatomie","kansas",22302,54309,17245,0
"pottawatomie","oklahoma",70760,41332,42785,4
"pottawattamie","iowa",92913,49924,68338,1
"potter","pennsylvania",17577,40000,36170,0
"potter","south dakota",2359,45682,2300,0
"potter","texas",122335,37766,130131,20
"powder river","montana",1763,39091,638,0
"powell","kentucky",12483,28382,13947,2
"powell","montana",7096,41347,3051,2
"power","idaho",7778,41797,5007,0
"poweshiek","iowa",18736,52413,78054,0
"powhatan","virginia",28123,76235,13303,1
"prairie","arkansas",8458,36194,1548,3
"prairie","montana",1157,34440,1148,0
"pratt","kansas",9728,42825,5493,0
"preble","ohio",41886,48874,29014,5
"prentiss","mississippi",25390,32518,6636,0
"presidio","texas",7525,28724,4084,3
"presque isle","michigan",13129,39240,4658,2
"preston","west virginia",33832,43434,9894,1
"price","wisconsin",13869,41458,4539,0
"prince edward","virginia",23238,36789,96106,1
"prince george","virginia",36941,62924,143260,4
"prince georges","maryland",881138,73447,1739198,18
"prince william","virginia",430289,95531,485287,23
"providence","rhode island",628323,49411,986532,46
"prowers","colorado",12389,34513,3464,0
"pueblo","colorado",160852,41273,205978,19
"pulaski","arkansas",388953,45897,999186,31
"pulaski","georgia",11720,32424,7249,0
"pulaski","illinois",5998,31712,2181,0
"pulaski","indiana",13124,45029,13810,0
"pulaski","kentucky",63593,33282,42495,1
"pulaski","missouri",53259,46919,78257,5
"pulaski","virginia",34736,40987,86311,4
"pushmataha","oklahoma",11205,29053,5484,0
"putnam","florida",73263,34174,53645,7
"putnam","georgia",21198,41756,17384,1
"putnam","illinois",5886,52409,2244,0
"putnam","indiana",37750,50165,97381,0
"putnam","missouri",4931,34556,2806,0
"putnam","new york",99607,92711,51978,6
"putnam","ohio",34198,59378,23022,1
"putnam","tennessee",73229,34305,133204,6
"putnam","west virginia",56435,53640,32332,1
"quay","new mexico",8769,29772,3160,1
"queen annes","maryland",48595,84483,23454,4
"queens","new york",2272771,56406,1412251,31
"quitman","georgia",2404,32656,510,0
"quitman","mississippi",7798,24545,2055,0
"rabun","georgia",16297,33533,19291,3
"racine","wisconsin",194797,54356,430634,12
"rains","texas",10943,45168,7275,3
"raleigh","west virginia",79021,38596,33879,12
"ralls","missouri",10277,47286,84708,0
"ramsey","minnesota",520152,52713,3011339,10
"ramsey","north dakota",11536,44452,18660,0
"randall","texas",125082,57121,85885,4
"randolph","alabama",22675,35823,9304,0
"randolph","arkansas",17930,33072,5535,5
"randolph","georgia",7327,29071,7163,0
"randolph","illinois",32956,46148,28768,3
"randolph","indiana",25815,41544,6313,0
"randolph","missouri",25330,36484,12529,3
"randolph","north carolina",142466,40602,69259,6
"randolph","west virginia",29384,35560,18613,3
"rankin","mississippi",145165,56159,135550,7
"ransom","north dakota",5444,47922,2808,0
"rapides","louisiana",132373,40470,108880,0
"rappahannock","virginia",7456,64113,6402,0
"ravalli","montana",40617,43512,36856,7
"rawlins","kansas",2560,40625,1029,0
"ray","missouri",23064,54670,11268,3
"reagan","texas",3475,58491,636,0
"real","texas",3369,25870,2422,3
"red lake","minnesota",4087,47719,1785,0
"red river","louisiana",8983,37159,2325,0
"red river","texas",12694,36969,2931,5
"red willow","nebraska",10975,42627,9464,0
"redwood","minnesota",15847,45177,15154,0
"reeves","texas",13798,35552,4626,2
"refugio","texas",7259,42470,1048,0
"reno","kansas",64438,42207,30941,9
"rensselaer","new york",159835,56271,594417,3
"renville","minnesota",15369,48442,15630,0
"renville","north dakota",2559,50093,1647,0
"republic","kansas",4858,40538,3829,0
"reynolds","missouri",6667,33382,1789,0
"rhea","tennessee",32247,36934,23246,1
"rice","kansas",9985,46155,2838,1
"rice","minnesota",64854,59533,183233,8
"rich","utah",2267,53924,4474,0
"richardson","nebraska",8290,39512,8180,0
"richland","illinois",16176,42305,15093,0
"richland","louisiana",20921,38469,3320,0
"richland","montana",10810,57413,8185,0
"richland","north dakota",16217,48908,22905,1
"richland","ohio",122673,43098,102379,6
"richland","south carolina",393830,48485,801862,20
"richland","wisconsin",17818,44326,6793,0
"richmond","georgia",202587,39090,396866,15
"richmond","new york",470728,72752,275466,18
"richmond","north carolina",46627,31847,15364,2
"richmond","virginia",9059,46456,11765,0
"riley","kansas",75508,41427,197834,6
"ringgold","iowa",5096,42213,5877,0
"rio arriba","new mexico",40318,40232,29350,10
"rio blanco","colorado",6857,63125,12054,1
"rio grande","colorado",11943,37885,8227,0
"ripley","indiana",28583,49358,14602,3
"ripley","missouri",14036,30198,7670,3
"ritchie","west virginia",10236,34204,3442,2
"riverside","california",2268783,58365,1783684,241
"roane","tennessee",53469,43129,38361,2
"roane","west virginia",14684,27772,5527,3
"roanoke","virginia",92901,62895,184591,16
"roberts","south dakota",10303,41483,4721,0
"roberts","texas",854,61042,765,1
"robertson","kentucky",2188,26544,254,0
"robertson","tennessee",66931,50759,30846,3
"robertson","texas",16545,38397,4779,2
"robeson","north carolina",135496,30874,129296,5
"rock","minnesota",9553,44510,4973,0
"rock","nebraska",1376,39977,1659,0
"rock","wisconsin",160418,50532,164353,6
"rock island","illinois",147457,46726,520405,11
"rockbridge","virginia",22394,45489,150583,2
"rockcastle","kentucky",17006,26967,6630,0
"rockdale","georgia",85820,55819,55037,10
"rockingham","new hampshire",297820,77470,684213,29
"rockingham","north carolina",92720,38311,37203,0
"rockingham","virginia",77391,51775,137941,9
"rockland","new york",317757,84661,336964,8
"rockwall","texas",83021,82146,79656,5
"roger mills","oklahoma",3774,54352,1796,1
"rogers","oklahoma",88367,58434,37461,1
"rolette","north dakota",14382,27662,5742,0
"rooks","kansas",5223,40000,2039,2
"roosevelt","montana",10927,37807,5224,5
"roosevelt","new mexico",20419,35841,9979,0
"roscommon","michigan",24106,33286,23111,1
"roseau","minnesota",15476,48612,10240,0
"rosebud","montana",9396,44449,3868,1
"ross","ohio",77429,44577,36435,17
"routt","colorado",23334,64230,28564,1
"rowan","kentucky",23447,32763,78552,0
"rowan","north carolina",138180,43121,121918,11
"runnels","texas",10449,38556,4118,4
"rush","indiana",17095,47102,29058,1
"rush","kansas",3220,40036,765,1
"rusk","texas",54026,46438,36540,2
"rusk","wisconsin",14316,38821,4742,1
"russell","alabama",57820,33754,105713,2
"russell","kansas",6946,38168,6777,1
"russell","kentucky",17497,31087,10122,0
"russell","virginia",28445,32555,8772,0
"rutherford","north carolina",67323,37128,51178,1
"rutherford","tennessee",274454,54433,248438,4
"rutland","vermont",60869,48190,99541,1
"sabine","louisiana",24325,36959,12563,0
"sabine","texas",10433,33109,5871,0
"sac","iowa",10153,44392,5376,1
"sacramento","california",1450121,56553,4212259,166
"sagadahoc","maine",35191,56865,81104,4
"saginaw","michigan",198353,43258,129631,11
"saguache","colorado",6304,33672,4604,9
"salem","new jersey",65774,57174,28030,6
"saline","arkansas",111845,52982,60208,4
"saline","illinois",24946,36083,19598,1
"saline","kansas",55988,45635,50490,0
"saline","missouri",23339,39727,9106,3
"saline","nebraska",14557,45347,5115,1
"salt lake","utah",1063842,59168,3399900,89
"saluda","south carolina",19893,39095,659,0
"sampson","north carolina",63949,36832,27305,1
"san augustine","texas",8818,26841,5380,1
"san benito","california",56884,65570,28815,12
"san bernardino","california",2081313,55853,1876414,246
"san diego","california",3177063,63857,20133332,211
"san francisco","california",825863,72947,4716334,117
"san jacinto","texas",27126,48750,7048,3
"san joaquin","california",702612,53764,589780,43
"san juan","colorado",690,36378,510,1
"san juan","new mexico",128529,49024,39523,16
"san juan","utah",14965,37611,39496,2
"san juan","washington",15824,51395,16354,6
"san luis obispo","california",274804,58630,279694,42
"san mateo","california",739311,87633,4046698,42
"san miguel","colorado",7580,66789,4931,0
"san miguel","new mexico",28891,32332,10068,5
"san patricio","texas",65600,48389,24450,3
"san saba","texas",6002,38675,3317,1
"sanborn","south dakota",2324,46736,891,0
"sanders","montana",11408,30368,6448,2
"sandoval","new mexico",135588,57651,162408,6
"sandusky","ohio",60510,47277,35566,5
"sangamon","illinois",199271,53508,469915,17
"sanilac","michigan",42268,40437,16915,7
"sanpete","utah",27906,44799,86105,0
"santa barbara","california",431249,61896,441086,42
"santa clara","california",1837504,89064,71672091,219
"santa cruz","arizona",47303,38092,13178,4
"santa cruz","california",266776,66030,646460,18
"santa fe","new mexico",146375,53698,192081,6
"santa rosa","florida",158512,55913,68308,6
"sarasota","florida",386147,49212,300520,67
"saratoga","new york",222133,67186,342341,4
"sargent","north dakota",3896,52154,1529,0
"sarpy","nebraska",165853,69018,162698,69
"sauk","wisconsin",62597,51121,52154,2
"saunders","nebraska",20823,58348,10164,3
"sawyer","wisconsin",16581,39228,17974,4
"schenectady","new york",155124,55587,598612,0
"schleicher","texas",3264,46058,1086,2
"schley","georgia",4990,34691,1273,0
"schoharie","new york",32099,50795,81367,2
"schoolcraft","michigan",8343,38367,1223,1
"schuyler","illinois",7457,43902,1656,0
"schuyler","missouri",4370,32862,636,0
"schuyler","new york",18514,47804,16593,6
"schuylkill","pennsylvania",147063,44150,87157,8
"scioto","ohio",78477,33596,90954,18
"scotland","missouri",4877,36863,1527,0
"scotland","north carolina",36094,30465,17126,3
"scott","arkansas",11010,38910,1544,0
"scott","illinois",5290,50702,3318,0
"scott","indiana",23791,40532,4402,1
"scott","iowa",168799,51274,222236,16
"scott","kansas",4937,58453,2553,0
"scott","kentucky",49057,57967,95073,3
"scott","minnesota",135152,83415,177400,7
"scott","mississippi",28250,36999,16858,1
"scott","missouri",39139,39113,10968,0
"scott","tennessee",22173,29454,11632,0
"scott","virginia",22781,35846,20165,0
"scotts bluff","nebraska",36964,40939,37710,3
"screven","georgia",14202,31963,7800,1
"scurry","texas",17126,46380,6094,0
"searcy","arkansas",8007,29384,3694,1
"sebastian","arkansas",127304,40680,136705,20
"sedgwick","colorado",2383,36797,636,0
"sedgwick","kansas",503889,49451,963398,48
"seminole","florida",430838,58908,727111,29
"seminole","georgia",8947,29639,6135,0
"seminole","oklahoma",25450,33799,6080,1
"seneca","new york",35305,47266,20478,0
"seneca","ohio",56018,41761,111255,3
"sequatchie","tennessee",14423,33536,5752,0
"sequoyah","oklahoma",41398,38292,11324,4
"sevier","arkansas",17177,35289,9565,1
"sevier","tennessee",92512,42569,98482,6
"sevier","utah",20784,44731,20081,1
"seward","kansas",23547,44550,11546,0
"seward","nebraska",16935,59088,23403,1
"shackelford","texas",3356,44647,1657,2
"shannon","missouri",8318,31748,270,0
"shannon","south dakota",14059,25228,2164,2
"sharkey","mississippi",4799,29451,262,0
"sharp","arkansas",17054,29590,16323,0
"shasta","california",178586,44058,130187,41
"shawano","wisconsin",41607,45587,35532,2
"shawnee","kansas",178991,47701,204597,27
"sheboygan","wisconsin",115009,52993,80527,8
"shelby","alabama",200941,68883,373793,7
"shelby","illinois",22196,44689,9169,0
"shelby","indiana",44471,52156,36214,3
"shelby","iowa",12069,46257,5990,0
"shelby","kentucky",43614,56417,21641,3
"shelby","missouri",6234,35124,636,0
"shelby","ohio",49167,50527,37488,3
"shelby","tennessee",940764,46102,1838186,53
"shelby","texas",26019,34164,8926,0
"shenandoah","virginia",42583,50535,30552,4
"sherburne","minnesota",89455,71819,60532,8
"sheridan","kansas",2538,46821,1019,0
"sheridan","montana",3580,42148,3313,0
"sheridan","nebraska",5319,34588,2567,0
"sheridan","north dakota",1266,38235,381,0
"sheridan","wyoming",29596,51667,39916,3
"sherman","kansas",6113,43012,4018,4
"sherman","nebraska",3108,41250,2556,0
"sherman","oregon",1732,46453,1554,1
"sherman","texas",3073,49135,1659,0
"shiawassee","michigan",69232,47552,50954,4
"shoshone","idaho",12702,37934,7071,1
"sibley","minnesota",15123,52482,6002,1
"sierra","california",3086,50308,5439,1
"sierra","new mexico",11895,28373,4338,0
"silver bow","montana",34403,40030,7339,14
"simpson","kentucky",17538,41493,8022,2
"simpson","mississippi",27374,36606,2644,2
"sioux","iowa",34268,53922,34112,1
"sioux","nebraska",1315,42386,2168,0
"sioux","north dakota",4347,32802,889,1
"siskiyou","california",44154,37865,39753,17
"skagit","washington",118222,55555,72689,27
"skamania","washington",11187,52884,23703,1
"slope","north dakota",758,55625,317,0
"smith","kansas",3765,42569,1401,0
"smith","mississippi",16345,36795,6334,0
"smith","tennessee",19102,43580,6919,2
"smith","texas",214821,46615,158327,9
"smyth","virginia",31718,34533,16819,8
"snohomish","washington",733036,67777,727169,134
"snyder","pennsylvania",39672,46184,26908,0
"socorro","new mexico",17603,34148,134651,1
"solano","california",420757,69914,243301,29
"somerset","maine",51910,37875,28896,8
"somerset","maryland",26253,41420,14773,3
"somerset","new jersey",327707,98842,3147287,13
"somerset","pennsylvania",76957,41102,28150,7
"somervell","texas",8598,48401,9702,5
"sonoma","california",491829,64343,788673,75
"southampton","virginia",18409,46733,3011,4
"spalding","georgia",63865,41163,39444,3
"spartanburg","south carolina",288745,43563,408117,9
"spencer","indiana",20837,54348,35101,0
"spencer","kentucky",17416,61921,12204,1
"spink","south dakota",6611,47983,1910,0
"spokane","washington",475735,49257,880171,73
"spotsylvania","virginia",125684,78299,149661,6
"st bernard","louisiana",41635,40450,21804,1
"st charles","louisiana",52681,60207,28171,3
"st charles","missouri",368666,71458,763519,2
"st clair","alabama",85237,49200,68710,4
"st clair","illinois",268858,50109,213371,17
"st clair","michigan",160644,48869,62705,3
"st clair","missouri",9474,32553,5110,1
"st croix","wisconsin",85242,68513,66451,6
"st francis","arkansas",27858,26360,7674,0
"st francois","missouri",65917,37630,28976,7
"st helena","louisiana",11071,29632,15720,0
"st james","louisiana",21722,52887,17063,1
"st john the baptist","louisiana",44758,49671,32478,0
"st johns","florida",202188,64153,157253,7
"st joseph","indiana",266344,45183,586632,34
"st joseph","michigan",60796,44433,32729,7
"st landry","louisiana",83662,34350,32099,5
"st lawrence","new york",112232,43390,274470,8
"st louis","minnesota",200319,45399,231790,10
"st louis","missouri",1000438,58630,10124310,30
"st louis city","missouri",318172,34402,2281025,0
"st lucie","florida",283866,44947,166315,9
"st martin","louisiana",52726,40358,13590,1
"st mary","louisiana",53697,40171,24413,1
"st marys","maryland",108987,82529,140901,2
"st tammany","louisiana",239453,61442,248738,27
"stafford","kansas",4358,42006,573,0
"stafford","virginia",134352,94658,1052840,5
"stanislaus","california",521726,50671,386642,81
"stanley","south dakota",2969,55679,31,0
"stanly","north carolina",60576,43424,30342,2
"stanton","kansas",2175,49152,1019,0
"stanton","nebraska",6089,49236,1787,1
"stark","illinois",5946,49693,2798,0
"stark","north dakota",26771,54269,25558,3
"stark","ohio",374868,45347,403865,26
"starke","indiana",23213,38961,14358,1
"starr","texas",61615,25598,9836,2
"ste genevieve","missouri",17740,48110,10402,0
"stearns","minnesota",151606,53035,208785,5
"steele","minnesota",36322,57290,110642,1
"steele","north dakota",1989,49485,1657,0
"stephens","georgia",25891,37502,16949,2
"stephens","oklahoma",44779,45030,30296,5
"stephens","texas",9464,37400,2686,0
"stephenson","illinois",46959,43410,41579,5
"sterling","texas",1191,41944,134,0
"steuben","indiana",34124,48502,28233,5
"steuben","new york",99063,44967,222043,4
"stevens","kansas",5756,56019,3446,0
"stevens","minnesota",9663,47712,15666,1
"stevens","washington",43538,44354,22536,10
"stewart","georgia",6042,30417,1027,0
"stewart","tennessee",13297,42771,2551,2
"stillwater","montana",9195,56652,5490,3
"stoddard","missouri",29795,34839,20355,2
"stokes","north carolina",46783,43099,20720,3
"stone","arkansas",12663,31364,5367,0
"stone","mississippi",18028,43731,1790,0
"stone","missouri",31568,41069,9663,6
"stonewall","texas",1475,47083,907,1
"storey","nevada",3935,59386,9947,0
"story","iowa",91140,49733,237810,11
"strafford","new hampshire",124119,59082,134660,13
"stutsman","north dakota",20934,46317,17003,0
"sublette","wyoming",10368,79250,11164,1
"suffolk","massachusetts",744426,51638,2458388,46
"suffolk","new york",1499273,87187,2127248,68
"suffolk","virginia",85181,65351,66281,6
"sullivan","indiana",21188,47640,6923,0
"sullivan","missouri",6546,33193,2609,0
"sullivan","new hampshire",43074,51678,31804,3
"sullivan","new york",76793,48303,49798,8
"sullivan","pennsylvania",6461,38732,1176,0
"sullivan","tennessee",156786,40572,358941,31
"sully","south dakota",1427,51429,78309,0
"summers","west virginia",13737,32194,2817,0
"summit","colorado",28044,67915,19337,2
"summit","ohio",540811,48790,1253450,26
"summit","utah",38003,84752,69502,1
"sumner","kansas",23674,48060,24448,1
"sumner","tennessee",166123,55211,109323,17
"sumter","alabama",13427,21964,6417,0
"sumter","florida",101620,44817,46639,4
"sumter","georgia",31554,34416,25583,2
"sumter","south carolina",108052,40542,65127,6
"sunflower","mississippi",28431,27042,7324,0
"surry","north carolina",73561,36788,49335,2
"surry","virginia",6844,53505,1803,1
"susquehanna","pennsylvania",42696,46392,31895,6
"sussex","delaware",203390,53215,122853,14
"sussex","new jersey",147442,84860,191022,6
"sussex","virginia",11972,40088,4518,0
"sutter","california",95022,50010,45527,9
"sutton","texas",3950,55122,1753,1
"suwannee","florida",43656,37775,28214,0
"swain","north carolina",14141,40719,14746,0
"sweet grass","montana",3605,41913,1790,1
"sweetwater","wyoming",45267,72096,86716,3
"swift","minnesota",9594,43846,4457,0
"swisher","texas",7891,38988,3829,0
"switzerland","indiana",10424,43628,1113,0
"talbot","georgia",6517,33404,8562,1
"talbot","maryland",38098,63399,50526,3
"taliaferro","georgia",1680,24125,127,0
"talladega","alabama",81762,36609,73588,1
"tallahatchie","mississippi",15111,27092,2867,0
"tallapoosa","alabama",41168,39423,17900,1
"tama","iowa",17536,48836,6282,0
"taney","missouri",52956,40120,41291,8
"tangipahoa","louisiana",123441,40214,165752,7
"taos","new mexico",32779,36205,13419,8
"tarrant","texas",1880153,56178,2415561,141
"tate","mississippi",28490,41839,8123,0
"tattnall","georgia",25384,33863,8539,2
"taylor","florida",22744,38005,7855,2
"taylor","georgia",8420,27479,6633,1
"taylor","iowa",6208,41554,3377,0
"taylor","kentucky",24691,35054,38473,1
"taylor","texas",133473,43065,168371,34
"taylor","west virginia",16991,39142,4444,0
"taylor","wisconsin",20486,45054,8182,0
"tazewell","illinois",135949,54617,101621,2
"tazewell","virginia",44268,36436,26426,2
"tehama","california",63406,38753,35065,8
"telfair","georgia",16349,23777,1020,0
"teller","colorado",23389,57931,14301,6
"tensas","louisiana",4954,28090,1904,0
"terrebonne","louisiana",111893,48166,78508,1
"terrell","georgia",9045,30953,1529,0
"terrell","texas",917,41417,383,0
"terry","texas",12613,35485,12012,0
"teton","idaho",10052,52444,5743,0
"teton","montana",6053,40811,2862,0
"teton","wyoming",21675,73627,33461,2
"texas","missouri",25810,33128,12355,8
"texas","oklahoma",21498,46631,12781,1
"thayer","nebraska",5134,43198,2424,0
"thomas","georgia",44724,34419,22472,2
"thomas","kansas",7941,45125,21738,3
"thomas","nebraska",676,51375,0,1
"throckmorton","texas",1601,40380,540,0
"thurston","nebraska",7020,39568,1792,1
"thurston","washington",258332,63129,905851,44
"tift","georgia",41064,37414,38252,0
"tillamook","oregon",25287,41400,12117,1
"tillman","oklahoma",7822,31437,427,0
"tioga","new york",50478,53789,22058,4
"tioga","pennsylvania",42577,42027,84167,1
"tippah","mississippi",22025,35769,10941,0
"tippecanoe","indiana",177513,43485,422287,29
"tipton","indiana",15695,53543,4141,0
"tipton","tennessee",61705,50869,23856,4
"tishomingo","mississippi",19591,30734,4634,1
"titus","texas",32663,39886,16326,1
"todd","kentucky",12651,39417,4020,1
"todd","minnesota",24509,44202,13527,0
